100559ms
t Pt t 总场 目标 海面 耦合 
12.6875 0 186.30738 -1592.7478 -1592.7478 0 0
12.71875 0 186.33863 479.82563 479.82563 0 0
12.75 -0 186.36988 787.37669 787.37669 0 0
12.78125 -0 186.40113 -346.14361 -346.14361 0 0
12.8125 0 186.43238 -341.57626 -341.57626 0 0
12.84375 0 186.46363 199.75519 199.75519 0 0
12.875 -0 186.49488 129.38143 129.38143 0 0
12.90625 -0 186.52613 -97.737766 -97.737766 0 0
12.9375 0 186.55738 -42.182469 -42.182469 0 0
12.96875 0 186.58863 41.640217 41.640217 0 0
13 -0 186.61988 -11.417628 -11.417628 0 0
13.03125 -0 186.65113 -15.714402 -15.714402 0 0
13.0625 0 186.68238 2.2921915 2.2921915 0 0
13.09375 0 186.71363 5.3478471 5.3478471 0 0
13.125 -0 186.74488 -0.069364067 -0.069364067 0 0
13.15625 -0 186.77613 -1.6042098 -1.6042098 0 0
13.1875 0 186.80738 0.72357394 0.72357394 0 0
13.21875 0 186.83863 0.15928523 0.15928523 0 0
13.25 -0 186.86988 -2.504551 -2.504551 0 0
13.28125 -0 186.90113 -3.2232953 -3.2232953 0 0
13.3125 0 186.93238 8.0119201 8.0119201 0 0
13.34375 0 186.96363 -13.45899 -13.45899 0 0
13.375 -0 186.99488 -22.591656 -22.591656 0 0
13.40625 -0 187.02613 46.32971 46.32971 0 0
13.4375 0 187.05738 55.360867 55.360867 0 0
13.46875 0 187.08863 -139.97833 -139.97833 0 0
13.5 -0 187.11988 -115.97567 -115.97567 0 0
13.53125 -0 187.15113 375.31603 375.31603 0 0
13.5625 0 187.18238 199.81704 199.81704 0 0
13.59375 0 187.21363 -895.67008 -895.67008 0 0
13.625 -0 187.24488 -254.00529 -254.00529 0 0
13.65625 -0 187.27613 1903.4128 1903.4128 0 0
13.6875 0 187.30738 127.83471 127.83471 0 0
13.71875 0 187.33863 -3598.7719 -3598.7719 0 0
13.75 -0 187.36988 461.5704 461.5704 0 0
13.78125 -0 187.40113 6039.2997 6039.2997 0 0
13.8125 0 187.43238 -1888.6508 -1888.6508 0 0
13.84375 0 187.46363 -8956.2147 -8956.2147 0 0
13.875 -0 187.49488 4452.2995 4452.2995 0 0
13.90625 -0 187.52613 11646.188 11646.188 0 0
13.9375 0 187.55738 -8110.2173 -8110.2173 0 0
13.96875 0 187.58863 -13088.725 -13088.725 0 0
14 -0 187.61988 12265.782 12265.782 0 0
14.03125 -0 187.65113 12340.492 12340.492 0 0
14.0625 0 187.68238 -15815.019 -15815.019 0 0
14.09375 0 187.71363 -9048.6535 -9048.6535 0 0
14.125 -0 187.74488 17543.759 17543.759 0 0
14.15625 -0 187.77613 3765.0014 3765.0014 0 0
14.1875 0 187.80738 -16709.027 -16709.027 0 0
14.21875 0 187.83863 2191.3658 2191.3658 0 0
14.25 -0 187.86988 13449.167 13449.167 0 0
14.28125 -0 187.90113 -7286.0341 -7286.0341 0 0
14.3125 0 187.93238 -8740.9322 -8740.9322 0 0
14.34375 0 187.96363 10411.766 10411.766 0 0
14.375 -0 187.99488 3928.2212 3928.2212 0 0
14.40625 -0 188.02613 -11254.279 -11254.279 0 0
14.4375 0 188.05738 -131.98997 -131.98997 0 0
14.46875 0 188.08863 10235.511 10235.511 0 0
14.5 -0 188.11988 -2115.457 -2115.457 0 0
14.53125 -0 188.15113 -8167.6835 -8167.6835 0 0
14.5625 0 188.18238 2875.6832 2875.6832 0 0
14.59375 0 188.21363 5874.7242 5874.7242 0 0
14.625 -0 188.24488 -2557.0369 -2557.0369 0 0
14.65625 -0 188.27613 -3967.1717 -3967.1717 0 0
14.6875 0 188.30738 1627.3566 1627.3566 0 0
14.71875 0 188.33863 2804.8546 2804.8546 0 0
14.75 -0 188.36988 -444.30282 -444.30282 0 0
14.78125 -0 188.40113 -2568.3287 -2568.3287 0 0
14.8125 0 188.43238 -758.63213 -758.63213 0 0
14.84375 0 188.46363 3329.1845 3329.1845 0 0
14.875 -0 188.49488 1790.1946 1790.1946 0 0
14.90625 -0 188.52613 -5046.9415 -5046.9415 0 0
14.9375 0 188.55738 -2424.9529 -2424.9529 0 0
14.96875 0 188.58863 7496.3241 7496.3241 0 0
15 -0 188.61988 2416.0186 2416.0186 0 0
15.03125 -0 188.65113 -10204.405 -10204.405 0 0
15.0625 0 188.68238 -1610.6161 -1610.6161 0 0
15.09375 0 188.71363 12500.683 12500.683 0 0
15.125 -0 188.74488 92.469881 92.469881 0 0
15.15625 -0 188.77613 -13719.302 -13719.302 0 0
15.1875 0 188.80738 1770.5261 1770.5261 0 0
15.21875 0 188.83863 13471.578 13471.578 0 0
15.25 -0 188.86988 -3444.5384 -3444.5384 0 0
15.28125 -0 188.90113 -11825.48 -11825.48 0 0
15.3125 0 188.93238 4463.4756 4463.4756 0 0
15.34375 0 188.96363 9269.4688 9269.4688 0 0
15.375 -0 188.99488 -4634.2511 -4634.2511 0 0
15.40625 -0 189.02613 -6480.0553 -6480.0553 0 0
15.4375 0 189.05738 4089.14 4089.14 0 0
15.46875 0 189.08863 4038.9627 4038.9627 0 0
15.5 -0 189.11988 -3174.9637 -3174.9637 0 0
15.53125 -0 189.15113 -2255.4135 -2255.4135 0 0
15.5625 0 189.18238 2275.0791 2275.0791 0 0
15.59375 0 189.21363 1150.9133 1150.9133 0 0
15.625 -0 189.24488 -1675.1598 -1675.1598 0 0
15.65625 -0 189.27613 -554.55553 -554.55553 0 0
15.6875 0 189.30738 1517.1997 1517.1997 0 0
15.71875 0 189.33863 219.22204 219.22204 0 0
15.75 -0 189.36988 -1812.8541 -1812.8541 0 0
15.78125 -0 189.40113 94.54035 94.54035 0 0
15.8125 0 189.43238 2466.8188 2466.8188 0 0
15.84375 0 189.46363 -566.369 -566.369 0 0
15.875 -0 189.49488 -3292.3091 -3292.3091 0 0
15.90625 -0 189.52613 1275.3073 1275.3073 0 0
15.9375 0 189.55738 4039.0725 4039.0725 0 0
15.96875 0 189.58863 -2170.0531 -2170.0531 0 0
16 -0 189.61988 -4458.0783 -4458.0783 0 0
16.03125 -0 189.65113 3075.8382 3075.8382 0 0
16.0625 0 189.68238 4392.2703 4392.2703 0 0
16.09375 0 189.71363 -3758.8022 -3758.8022 0 0
16.125 -0 189.74488 -3844.6927 -3844.6927 0 0
16.15625 -0 189.77613 4029.9113 4029.9113 0 0
16.1875 0 189.80738 2975.2645 2975.2645 0 0
16.21875 0 189.83863 -3832.6817 -3832.6817 0 0
16.25 -0 189.86988 -2022.1044 -2022.1044 0 0
16.28125 -0 189.90113 3261.8192 3261.8192 0 0
16.3125 0 189.93238 1195.3325 1195.3325 0 0
16.34375 0 189.96363 -2505.7226 -2505.7226 0 0
16.375 -0 189.99488 -605.49968 -605.49968 0 0
16.40625 -0 190.02613 1755.6371 1755.6371 0 0
16.4375 0 190.05738 256.5629 256.5629 0 0
16.46875 0 190.08863 -1137.2676 -1137.2676 0 0
16.5 -0 190.11988 -87.240341 -87.240341 0 0
16.53125 -0 190.15113 693.03272 693.03272 0 0
16.5625 0 190.18238 22.155436 22.155436 0 0
16.59375 0 190.21363 -405.10817 -405.10817 0 0
16.625 -0 190.24488 -4.0041969 -4.0041969 0 0
16.65625 -0 190.27613 230.98445 230.98445 0 0
16.6875 0 190.30738 1.242008 1.242008 0 0
16.71875 0 190.33863 -129.4578 -129.4578 0 0
16.75 -0 190.36988 -1.312929 -1.312929 0 0
16.78125 -0 190.40113 71.02239 71.02239 0 0
16.8125 0 190.43238 1.1145956 1.1145956 0 0
16.84375 0 190.46363 -37.654157 -37.654157 0 0
16.875 -0 190.49488 -0.62283443 -0.62283443 0 0
16.90625 -0 190.52613 18.987128 18.987128 0 0
16.9375 0 190.55738 0.1940596 0.1940596 0 0
16.96875 0 190.58863 -8.9515245 -8.9515245 0 0
17 -0 190.61988 0.047992178 0.047992178 0 0
17.03125 -0 190.65113 3.8448176 3.8448176 0 0
17.0625 0 190.68238 -0.1400152 -0.1400152 0 0
17.09375 0 190.71363 1.3996568 1.3996568 0 0
17.125 -0 190.74488 0.1502089 0.1502089 0 0
17.15625 -0 190.77613 -0.2912458 -0.2912458 0 0
17.1875 0 190.80738 -0.12619383 -0.12619383 0 0
17.21875 0 190.83863 0.19483617 0.19483617 0 0
17.25 -0 190.86988 0.092163392 0.092163392 0 0
17.28125 -0 190.90113 -0.4087144 -0.4087144 0 0
17.3125 0 190.93238 0.05995007 0.05995007 0 0
17.34375 0 190.96363 0.50826089 0.50826089 0 0
17.375 -0 190.99488 -0.038630356 -0.038630356 0 0
17.40625 -0 191.02613 -0.5792164 -0.5792164 0 0
17.4375 0 191.05738 0.034377942 0.034377942 0 0
17.46875 0 191.08863 0.76695151 0.76695151 0 0
17.5 -0 191.11988 -0.010967739 -0.010967739 0 0
17.53125 -0 191.15113 -1.5974804 -1.5974804 0 0
17.5625 0 191.18238 0.33725825 0.33725825 0 0
17.59375 0 191.21363 4.9912234 4.9912234 0 0
17.625 -0 191.24488 -2.6140002 -2.6140002 0 0
17.65625 -0 191.27613 -17.217503 -17.217503 0 0
17.6875 0 191.30738 13.616919 13.616919 0 0
17.71875 0 191.33863 56.206315 56.206315 0 0
17.75 -0 191.36988 -57.724309 -57.724309 0 0
17.78125 -0 191.40113 -166.18135 -166.18135 0 0
17.8125 0 191.43238 209.84885 209.84885 0 0
17.84375 0 191.46363 439.06828 439.06828 0 0
17.875 -0 191.49488 -667.78803 -667.78803 0 0
17.90625 -0 191.52613 -1028.8329 -1028.8329 0 0
17.9375 0 191.55738 1878.725 1878.725 0 0
17.96875 0 191.58863 2119.7108 2119.7108 0 0
18 -0 191.61988 -4698.9557 -4698.9557 0 0
18.03125 -0 191.65113 3787.6353 3787.6353 0 0
18.0625 0 191.68238 10484.561 10484.561 0 0
18.09375 0 191.71363 -5718.9959 -5718.9959 0 0
18.125 -0 191.74488 -20915.893 -20915.893 0 0
18.15625 -0 191.77613 6868.4505 6868.4505 0 0
18.1875 0 191.80738 37358.925 37358.925 0 0
18.21875 0 191.83863 -5323.0816 -5323.0816 0 0
18.25 -0 191.86988 -59792.917 -59792.917 0 0
18.28125 -0 191.90113 1267.2018 1267.2018 0 0
18.3125 0 191.93238 85772.443 85772.443 0 0
18.34375 0 191.96363 -14554.447 -14554.447 0 0
18.375 -0 191.99488 -110240.12 -110240.12 0 0
18.40625 -0 192.02613 34073.452 34073.452 0 0
18.4375 0 192.05738 126812.54 126812.54 0 0
18.46875 0 192.08863 -56476.811 -56476.811 0 0
18.5 -0 192.11988 -130289.41 -130289.41 0 0
18.53125 -0 192.15113 76262.393 76262.393 0 0
18.5625 0 192.18238 119119.47 119119.47 0 0
18.59375 0 192.21363 -87937.199 -87937.199 0 0
18.625 -0 192.24488 -96293.888 -96293.888 0 0
18.65625 -0 192.27613 88473.716 88473.716 0 0
18.6875 0 192.30738 -68030.537 -68030.537 0 0
18.71875 0 192.33863 -78576.392 -78576.392 0 0
18.75 -0 192.36988 41040.264 41040.264 0 0
18.78125 -0 192.40113 62049.293 62049.293 0 0
18.8125 0 192.43238 -19995.081 -19995.081 0 0
18.84375 0 192.46363 -43814.691 -43814.691 0 0
18.875 -0 192.49488 6457.0765 6457.0765 0 0
18.90625 -0 192.52613 27864.992 27864.992 0 0
18.9375 0 192.55738 -581.96542 -581.96542 0 0
18.96875 0 192.58863 -16185.466 -16185.466 0 0
19 -0 192.61988 3322.1591 3322.1591 0 0
19.03125 -0 192.65113 8859.1972 8859.1972 0 0
19.0625 0 192.68238 -3887.517 -3887.517 0 0
19.09375 0 192.71363 -4874.7259 -4874.7259 0 0
19.125 -0 192.74488 3690.7754 3690.7754 0 0
19.15625 -0 192.77613 2987.5808 2987.5808 0 0
19.1875 0 192.80738 -3413.536 -3413.536 0 0
19.21875 0 192.83863 -2234.5702 -2234.5702 0 0
19.25 -0 192.86988 3289.9794 3289.9794 0 0
19.28125 -0 192.90113 2045.8387 2045.8387 0 0
19.3125 0 192.93238 -3384.8814 -3384.8814 0 0
19.34375 0 192.96363 -2116.9428 -2116.9428 0 0
19.375 -0 192.99488 3717.7196 3717.7196 0 0
19.40625 -0 193.02613 2243.7125 2243.7125 0 0
19.4375 0 193.05738 -4251.1254 -4251.1254 0 0
19.46875 0 193.08863 -2245.9439 -2245.9439 0 0
19.5 -0 193.11988 4847.4097 4847.4097 0 0
19.53125 -0 193.15113 1993.8387 1993.8387 0 0
19.5625 0 193.18238 -5284.7524 -5284.7524 0 0
19.59375 0 193.21363 -1470.0667 -1470.0667 0 0
19.625 -0 193.24488 5349.6203 5349.6203 0 0
19.65625 -0 193.27613 787.32326 787.32326 0 0
19.6875 0 193.30738 -4947.2248 -4947.2248 0 0
19.71875 0 193.33863 -130.67961 -130.67961 0 0
19.75 -0 193.36988 4152.4485 4152.4485 0 0
19.78125 -0 193.40113 -340.18522 -340.18522 0 0
19.8125 0 193.43238 -3168.5797 -3168.5797 0 0
19.84375 0 193.46363 564.85642 564.85642 0 0
19.875 -0 193.49488 2227.5482 2227.5482 0 0
19.90625 -0 193.52613 -593.2307 -593.2307 0 0
19.9375 0 193.55738 -1497.843 -1497.843 0 0
19.96875 0 193.58863 543.97284 543.97284 0 0
20 -0 193.61988 1045.6098 1045.6098 0 0
20.03125 -0 193.65113 -549.55607 -549.55607 0 0
20.0625 0 193.68238 -848.07054 -848.07054 0 0
20.09375 0 193.71363 718.21965 718.21965 0 0
20.125 -0 193.74488 828.18807 828.18807 0 0
20.15625 -0 193.77613 -1115.1022 -1115.1022 0 0
20.1875 0 193.80738 -883.7649 -883.7649 0 0
20.21875 0 193.83863 1748.0548 1748.0548 0 0
20.25 -0 193.86988 908.75065 908.75065 0 0
20.28125 -0 193.90113 -2552.1921 -2552.1921 0 0
20.3125 0 193.93238 -821.86335 -821.86335 0 0
20.34375 0 193.96363 3389.4143 3389.4143 0 0
20.375 -0 193.99488 611.59404 611.59404 0 0
20.40625 -0 194.02613 -4090.1663 -4090.1663 0 0
20.4375 0 194.05738 -383.98748 -383.98748 0 0
20.46875 0 194.08863 4548.8072 4548.8072 0 0
20.5 -0 194.11988 381.44004 381.44004 0 0
20.53125 -0 194.15113 -4848.2744 -4848.2744 0 0
20.5625 0 194.18238 -942.44657 -942.44657 0 0
20.59375 0 194.21363 5357.2057 5357.2057 0 0
20.625 -0 194.24488 2391.2201 2391.2201 0 0
20.65625 -0 194.27613 -6731.0682 -6731.0682 0 0
20.6875 0 194.30738 -4872.4242 -4872.4242 0 0
20.71875 0 194.33863 9761.9623 9761.9623 0 0
20.75 -0 194.36988 8179.658 8179.658 0 0
20.78125 -0 194.40113 -15064.172 -15064.172 0 0
20.8125 0 194.43238 -11667.611 -11667.611 0 0
20.84375 0 194.46363 22666.806 22666.806 0 0
20.875 -0 194.49488 14357.12 14357.12 0 0
20.90625 -0 194.52613 -31697.663 -31697.663 0 0
20.9375 0 194.55738 -15280.936 -15280.936 0 0
20.96875 0 194.58863 40402.722 40402.722 0 0
21 -0 194.61988 -13958.852 -13958.852 0 0
21.03125 -0 194.65113 -46642.021 -46642.021 0 0
21.0625 0 194.68238 10731.37 10731.37 0 0
21.09375 0 194.71363 48723.092 48723.092 0 0
21.125 -0 194.74488 -6686.1514 -6686.1514 0 0
21.15625 -0 194.77613 -46151.304 -46151.304 0 0
21.1875 0 194.80738 3146.1445 3146.1445 0 0
21.21875 0 194.83863 39844.481 39844.481 0 0
21.25 -0 194.86988 -1002.6904 -1002.6904 0 0
21.28125 -0 194.90113 -31662.43 -31662.43 0 0
21.3125 0 194.93238 -310.53785 -310.53785 0 0
21.34375 0 194.96363 23535.877 23535.877 0 0
21.375 -0 194.99488 387.92906 387.92906 0 0
21.40625 -0 195.02613 -16711.233 -16711.233 0 0
21.4375 0 195.05738 -319.65869 -319.65869 0 0
21.46875 0 195.08863 11494.895 11494.895 0 0
21.5 -0 195.11988 485.69046 485.69046 0 0
21.53125 -0 195.15113 -7519.3071 -7519.3071 0 0
21.5625 0 195.18238 -2017.3711 -2017.3711 0 0
21.59375 0 195.21363 4247.0145 4247.0145 0 0
21.625 -0 195.24488 3771.9735 3771.9735 0 0
21.65625 -0 195.27613 -1365.5558 -1365.5558 0 0
21.6875 0 195.30738 5112.5579 5112.5579 0 0
21.71875 0 195.33863 1115.1189 1115.1189 0 0
21.75 -0 195.36988 -5624.9519 -5624.9519 0 0
21.78125 -0 195.40113 -3025.0086 -3025.0086 0 0
21.8125 0 195.43238 5274.4479 5274.4479 0 0
21.84375 0 195.46363 4276.1931 4276.1931 0 0
21.875 -0 195.49488 -4321.167 -4321.167 0 0
21.90625 -0 195.52613 -5004.4589 -5004.4589 0 0
21.9375 0 195.55738 3096.4858 3096.4858 0 0
21.96875 0 195.58863 -5532.674 -5532.674 0 0
22 -0 195.61988 -1798.3353 -1798.3353 0 0
22.03125 -0 195.65113 6198.1783 6198.1783 0 0
22.0625 0 195.68238 421.10349 421.10349 0 0
22.09375 0 195.71363 -7156.9572 -7156.9572 0 0
22.125 -0 195.74488 -1158.4481 -1158.4481 0 0
22.15625 -0 195.77613 8279.3493 8279.3493 0 0
22.1875 0 195.80738 -3008.4114 -3008.4114 0 0
22.21875 0 195.83863 -9200.0185 -9200.0185 0 0
22.25 -0 195.86988 4998.6192 4998.6192 0 0
22.28125 -0 195.90113 9503.036 9503.036 0 0
22.3125 0 195.93238 -6786.4704 -6786.4704 0 0
22.34375 0 195.96363 -8944.7638 -8944.7638 0 0
22.375 -0 195.99488 7951.361 7951.361 0 0
22.40625 -0 196.02613 7589.1973 7589.1973 0 0
22.4375 0 196.05738 -8197.6831 -8197.6831 0 0
22.46875 0 196.08863 -5782.2074 -5782.2074 0 0
22.5 -0 196.11988 7497.6586 7497.6586 0 0
22.53125 -0 196.15113 3994.1699 3994.1699 0 0
22.5625 0 196.18238 -6090.2957 -6090.2957 0 0
22.59375 0 196.21363 -2636.8097 -2636.8097 0 0
22.625 -0 196.24488 4356.9708 4356.9708 0 0
22.65625 -0 196.27613 1951.3206 1951.3206 0 0
22.6875 0 196.30738 -2670.3483 -2670.3483 0 0
22.71875 0 196.33863 -1989.4996 -1989.4996 0 0
22.75 -0 196.36988 1303.2344 1303.2344 0 0
22.78125 -0 196.40113 2642.9764 2642.9764 0 0
22.8125 0 196.43238 -410.88554 -410.88554 0 0
22.84375 0 196.46363 -3673.515 -3673.515 0 0
22.875 -0 196.49488 40.297377 40.297377 0 0
22.90625 -0 196.52613 4745.1057 4745.1057 0 0
22.9375 0 196.55738 -125.49105 -125.49105 0 0
22.96875 0 196.58863 -5492.6292 -5492.6292 0 0
23 -0 196.61988 480.42586 480.42586 0 0
23.03125 -0 196.65113 5638.1443 5638.1443 0 0
23.0625 0 196.68238 -835.64047 -835.64047 0 0
23.09375 0 196.71363 -5106.1222 -5106.1222 0 0
23.125 -0 196.74488 937.72372 937.72372 0 0
23.15625 -0 196.77613 4059.2411 4059.2411 0 0
23.1875 0 196.80738 -666.60062 -666.60062 0 0
23.21875 0 196.83863 -2817.3594 -2817.3594 0 0
23.25 -0 196.86988 -91.724432 -91.724432 0 0
23.28125 -0 196.90113 1703.8392 1703.8392 0 0
23.3125 0 196.93238 576.04726 576.04726 0 0
23.34375 0 196.96363 -913.19945 -913.19945 0 0
23.375 -0 196.99488 -1104.8144 -1104.8144 0 0
23.40625 -0 197.02613 470.41742 470.41742 0 0
23.4375 0 197.05738 1354.3791 1354.3791 0 0
23.46875 0 197.08863 -281.74264 -281.74264 0 0
23.5 -0 197.11988 -1318.1021 -1318.1021 0 0
23.53125 -0 197.15113 221.6941 221.6941 0 0
23.5625 0 197.18238 1088.3094 1088.3094 0 0
23.59375 0 197.21363 -197.60749 -197.60749 0 0
23.625 -0 197.24488 -786.75303 -786.75303 0 0
23.65625 -0 197.27613 168.29505 168.29505 0 0
23.6875 0 197.30738 507.87566 507.87566 0 0
23.71875 0 197.33863 -129.31932 -129.31932 0 0
23.75 -0 197.36988 -297.41322 -297.41322 0 0
23.78125 -0 197.40113 89.871596 89.871596 0 0
23.8125 0 197.43238 160.54959 160.54959 0 0
23.84375 0 197.46363 -57.743482 -57.743482 0 0
23.875 -0 197.49488 -81.491846 -81.491846 0 0
23.90625 -0 197.52613 35.14017 35.14017 0 0
23.9375 0 197.55738 39.988309 39.988309 0 0
23.96875 0 197.58863 -20.503785 -20.503785 0 0
24 -0 197.61988 -19.722369 -19.722369 0 0
24.03125 -0 197.65113 -11.288508 -11.288508 0 0
24.0625 0 197.68238 10.202392 10.202392 0 0
24.09375 0 197.71363 5.4748212 5.4748212 0 0
24.125 -0 197.74488 -5.6177431 -5.6177431 0 0
24.15625 -0 197.77613 -1.8531067 -1.8531067 0 0
24.1875 0 197.80738 3.1203171 3.1203171 0 0
24.21875 0 197.83863 0.21352984 0.21352984 0 0
24.25 -0 197.86988 -1.5038115 -1.5038115 0 0
24.28125 -0 197.90113 -1.0540961 -1.0540961 0 0
24.3125 0 197.93238 0.37742715 0.37742715 0 0
24.34375 0 197.96363 0.82921169 0.82921169 0 0
24.375 -0 197.99488 0.33094282 0.33094282 0 0
24.40625 -0 198.02613 0.43696341 0.43696341 0 0
24.4375 0 198.05738 -0.68842189 -0.68842189 0 0
24.46875 0 198.08863 -2.8698242 -2.8698242 0 0
24.5 -0 198.11988 0.96279001 0.96279001 0 0
24.53125 -0 198.15113 6.723372 6.723372 0 0
24.5625 0 198.18238 -1.7314999 -1.7314999 0 0
24.59375 0 198.21363 -12.23981 -12.23981 0 0
24.625 -0 198.24488 3.8465149 3.8465149 0 0
24.65625 -0 198.27613 19.355677 19.355677 0 0
24.6875 0 198.30738 -8.1798689 -8.1798689 0 0
24.71875 0 198.33863 -27.352685 -27.352685 0 0
24.75 -0 198.36988 15.139208 15.139208 0 0
24.78125 -0 198.40113 34.679952 34.679952 0 0
24.8125 0 198.43238 -24.101445 -24.101445 0 0
24.84375 0 198.46363 -39.134443 -39.134443 0 0
24.875 -0 198.49488 33.022752 33.022752 0 0
24.90625 -0 198.52613 38.307431 38.307431 0 0
24.9375 0 198.55738 -38.326741 -38.326741 0 0
24.96875 0 198.58863 -29.889038 -29.889038 0 0
25 -0 198.61988 34.719198 34.719198 0 0
25.03125 -0 198.65113 11.482192 11.482192 0 0
25.0625 0 198.68238 -14.213725 -14.213725 0 0
25.09375 0 198.71363 19.749388 19.749388 0 0
25.125 -0 198.74488 -35.947273 -35.947273 0 0
25.15625 -0 198.77613 -66.357745 -66.357745 0 0
25.1875 0 198.80738 135.25797 135.25797 0 0
25.21875 0 198.83863 127.42894 127.42894 0 0
25.25 -0 198.86988 -308.6041 -308.6041 0 0
25.28125 -0 198.90113 -193.19033 -193.19033 0 0
25.3125 0 198.93238 577.96244 577.96244 0 0
25.34375 0 198.96363 240.78645 240.78645 0 0
25.375 -0 198.99488 -946.73198 -946.73198 0 0
25.40625 -0 199.02613 -236.84082 -236.84082 0 0
25.4375 0 199.05738 1383.0233 1383.0233 0 0
25.46875 0 199.08863 150.33938 150.33938 0 0
25.5 -0 199.11988 -1814.0408 -1814.0408 0 0
25.53125 -0 199.15113 27.955697 27.955697 0 0
25.5625 0 199.18238 2141.8452 2141.8452 0 0
25.59375 0 199.21363 -271.3092 -271.3092 0 0
25.625 -0 199.24488 -2278.7705 -2278.7705 0 0
25.65625 -0 199.27613 520.40698 520.40698 0 0
25.6875 0 199.30738 2185.5731 2185.5731 0 0
25.71875 0 199.33863 -706.49557 -706.49557 0 0
25.75 -0 199.36988 -1889.8426 -1889.8426 0 0
25.78125 -0 199.40113 782.0047 782.0047 0 0
25.8125 0 199.43238 1473.0653 1473.0653 0 0
25.84375 0 199.46363 -740.05912 -740.05912 0 0
25.875 -0 199.49488 -1034.6415 -1034.6415 0 0
25.90625 -0 199.52613 612.05365 612.05365 0 0
25.9375 0 199.55738 654.40366 654.40366 0 0
25.96875 0 199.58863 -447.6653 -447.6653 0 0
26 -0 199.61988 -372.38772 -372.38772 0 0
26.03125 -0 199.65113 291.64704 291.64704 0 0
26.0625 0 199.68238 190.48805 190.48805 0 0
26.09375 0 199.71363 -170.01185 -170.01185 0 0
26.125 -0 199.74488 -87.640438 -87.640438 0 0
26.15625 -0 199.77613 88.980304 88.980304 0 0
26.1875 0 199.80738 36.507218 36.507218 0 0
26.21875 0 199.83863 -42.00515 -42.00515 0 0
26.25 -0 199.86988 -14.12805 -14.12805 0 0
26.28125 -0 199.90113 18.110697 18.110697 0 0
26.3125 0 199.93238 5.4429103 5.4429103 0 0
26.34375 0 199.96363 -7.4087822 -7.4087822 0 0
26.375 -0 199.99488 -2.3236033 -2.3236033 0 0
26.40625 -0 200.02613 3.1476675 3.1476675 0 0
26.4375 0 200.05738 1.1289792 1.1289792 0 0
26.46875 0 200.08863 -1.5501455 -1.5501455 0 0
26.5 -0 200.11988 -0.54313432 -0.54313432 0 0
26.53125 -0 200.15113 0.86251776 0.86251776 0 0
26.5625 0 200.18238 0.21246062 0.21246062 0 0
26.59375 0 200.21363 -0.43809781 -0.43809781 0 0
26.625 -0 200.24488 -0.06738663 -0.06738663 0 0
26.65625 -0 200.27613 0.11829409 0.11829409 0 0
26.6875 0 200.30738 0.065928617 0.065928617 0 0
26.71875 0 200.33863 0.10286917 0.10286917 0 0
26.75 -0 200.36988 -0.14334569 -0.14334569 0 0
26.78125 -0 200.40113 -0.22026829 -0.22026829 0 0
26.8125 0 200.43238 0.232259 0.232259 0 0
26.84375 0 200.46363 0.25214932 0.25214932 0 0
26.875 -0 200.49488 -0.28513187 -0.28513187 0 0
26.90625 -0 200.52613 -0.2327259 -0.2327259 0 0
26.9375 0 200.55738 0.28024551 0.28024551 0 0
26.96875 0 200.58863 0.19996259 0.19996259 0 0
27 -0 200.61988 -0.21852213 -0.21852213 0 0
27.03125 -0 200.65113 -0.1875866 -0.1875866 0 0
27.0625 0 200.68238 0.11977897 0.11977897 0 0
27.09375 0 200.71363 0.21547077 0.21547077 0 0
27.125 -0 200.74488 0.01478932 0.01478932 0 0
27.15625 -0 200.77613 -0.27850468 -0.27850468 0 0
27.1875 0 200.80738 -0.074003437 -0.074003437 0 0
27.21875 0 200.83863 0.34814881 0.34814881 0 0
27.25 -0 200.86988 0.15448395 0.15448395 0 0
27.28125 -0 200.90113 -0.39729778 -0.39729778 0 0
27.3125 0 200.93238 -0.26492427 -0.26492427 0 0
27.34375 0 200.96363 0.43244473 0.43244473 0 0
27.375 -0 200.99488 0.44121313 0.44121313 0 0
27.40625 -0 201.02613 -0.50040855 -0.50040855 0 0
27.4375 0 201.05738 -0.67989035 -0.67989035 0 0
27.46875 0 201.08863 0.6675227 0.6675227 0 0
27.5 -0 201.11988 0.94379613 0.94379613 0 0
27.53125 -0 201.15113 -1.0391565 -1.0391565 0 0
27.5625 0 201.18238 -1.2126944 -1.2126944 0 0
27.59375 0 201.21363 1.9474946 1.9474946 0 0
27.625 -0 201.24488 1.4821321 1.4821321 0 0
27.65625 -0 201.27613 -4.4422575 -4.4422575 0 0
27.6875 0 201.30738 -1.4959104 -1.4959104 0 0
27.71875 0 201.33863 11.135305 11.135305 0 0
27.75 -0 201.36988 -0.096307968 -0.096307968 0 0
27.78125 -0 201.40113 -27.19434 -27.19434 0 0
27.8125 0 201.43238 7.4143074 7.4143074 0 0
27.84375 0 201.46363 60.778832 60.778832 0 0
27.875 -0 201.49488 -29.663019 -29.663019 0 0
27.90625 -0 201.52613 -121.65125 -121.65125 0 0
27.9375 0 201.55738 82.843208 82.843208 0 0
27.96875 0 201.58863 216.75461 216.75461 0 0
28 -0 201.61988 -188.35006 -188.35006 0 0
28.03125 -0 201.65113 -343.09021 -343.09021 0 0
28.0625 0 201.68238 365.83227 365.83227 0 0
28.09375 0 201.71363 481.2179 481.2179 0 0
